Time,Equipment_ID,Vibration(mm/s),Temperature(°C),Current(A),Runtime(hr)
2025-07-21 06:32:00,M008,-2.143621674909879,96.48667396454256,47.13637879803911,
2025-07-21 06:33:00,M009,-2.030408002493291,94.85184911347174,47.19635727345839,
2025-07-21 06:34:00,M009,-2.0027957173627042,96.08344761835875,45.894104226046814,
2025-07-21 06:35:00,M009,-2.0615540425713896,97.85449245920381,46.593302943110785,
2025-07-21 06:36:00,M009,-2.141026007720481,94.45191642520187,48.23985615867165,
2025-07-21 06:37:00,M008,-2.164963896072235,95.62363425273752,46.837527171838026,
2025-07-21 06:38:00,M009,-1.8555528747900993,96.03130178963008,47.91048991681444,
2025-07-21 06:39:00,M009,-2.048166977060446,92.36892240069264,47.57222073384936,
2025-07-21 06:40:00,M009,-2.243530130904651,95.61818440503876,47.682289331213894,
2025-07-21 06:41:00,M008,-1.8684471385414962,98.12451634643469,45.69588973988887,
2025-07-21 06:42:00,M008,-2.0766894074714983,98.21803139387838,46.36758168028467,
2025-07-21 06:43:00,M009,-2.1383540243919037,92.34909823289598,47.59408848171579,
2025-07-21 06:44:00,M009,-1.9920238521011344,93.15243944540688,48.2029849098123,
2025-07-21 06:45:00,M007,-2.0730203405194243,96.05761640499234,46.85688640481153,
2025-07-21 06:46:00,M008,-2.340485294053502,92.68943751828468,46.991008351324595,
2025-07-21 06:47:00,M008,-2.2364576764413235,91.41477431081904,47.38306329547906,
2025-07-21 06:48:00,M007,-2.1305225291833323,90.63131149960255,46.10101669672497,
2025-07-21 06:49:00,M008,-2.144171688259676,89.05134535512605,47.314780908024574,
2025-07-21 06:50:00,M008,-2.1354700508536246,91.31684695428986,47.04888477163018,
2025-07-21 06:51:00,M007,-2.0304639425144506,91.90058252854307,46.71035197309749,
2025-07-21 06:52:00,M007,-2.1296295192704284,95.13041444454925,46.314502332707896,
2025-07-21 06:53:00,M009,-2.3211795114904934,92.10182900621155,46.36928194430518,
2025-07-21 06:54:00,M007,-2.056691792993164,95.21471673016406,50.334203759589975,
2025-07-21 06:55:00,M007,-2.1587076925777944,96.65382070093524,47.23011788251627,
2025-07-21 06:56:00,M007,-2.0855817736575086,94.31295634854334,46.11578305177614,
2025-07-21 06:57:00,M009,-2.288197895907773,92.66606505662767,47.99556050189355,
2025-07-21 06:58:00,M007,-2.2567869418671207,96.48480806304507,45.80340589307811,
2025-07-21 06:59:00,M007,-2.110815688094364,92.60608193864024,48.62740494640136,
2025-07-21 07:00:00,M007,-2.3147258011765097,96.7948165938377,48.381070044102756,
2025-07-21 07:01:00,M009,-2.063227645634348,95.27398699170718,46.99405320081353,
2025-07-21 07:02:00,M007,-2.3605890209041793,92.62301221404543,47.12175590456827,
2025-07-21 07:03:00,M008,-2.1326459259090553,95.21507973405578,48.01156750091016,
2025-07-21 07:04:00,M007,-2.390234225923388,97.76396556804309,46.65090894162607,
2025-07-21 07:05:00,M009,-2.159184385574957,97.81569439010939,48.8206480322424,
2025-07-21 07:06:00,M008,-2.3765878000711242,95.36600501512036,47.04283710725104,
2025-07-21 07:07:00,M009,-2.2632285986247034,90.60385192232094,48.59458232941442,
2025-07-21 07:08:00,M008,-2.256606186628833,98.37936092536343,47.60922095633383,
2025-07-21 07:09:00,M008,-2.1561865404513996,100.78272954549257,47.38972678620767,
2025-07-21 07:10:00,M009,-2.4093213859230356,95.25251409173397,48.585429946460295,
2025-07-21 07:11:00,M009,-2.56343373766087,94.43727692162292,46.23298513969049,
2025-07-21 07:12:00,M009,-2.5273316496054257,96.14382664585497,46.61769731864219,
2025-07-21 07:13:00,M007,-2.4120373418498176,93.52316984368976,48.04909680226981,
2025-07-21 07:14:00,M007,-2.417324675421249,92.34989661641757,47.14693621637971,
2025-07-21 07:15:00,M008,-2.5755524871269704,98.57694256099316,47.327490194276656,
2025-07-21 07:16:00,M008,-2.4377387124509577,95.09372035188662,48.14136635270678,
2025-07-21 07:17:00,M007,-2.129244200814953,95.7570534829848,47.243408907521825,
2025-07-21 07:18:00,M009,-2.7035145192174768,97.47695455239727,48.11242537865883,
2025-07-21 07:19:00,M008,-2.3355383949511466,96.47419117053674,46.395180234563334,
2025-07-21 07:20:00,M008,-2.483738609597215,94.3080688406278,48.02220817276892,
2025-07-21 07:21:00,M007,-2.597340536679135,98.92870881527345,47.924471887789366,
2025-07-21 07:22:00,M008,-2.5698647053037753,93.62270146956753,49.72832167560791,
2025-07-21 07:23:00,M008,-2.466324877537053,97.08738221410705,48.67085421785249,
2025-07-21 07:24:00,M009,-2.455152887931107,99.6515205994274,46.74929267376285,
2025-07-21 07:25:00,M009,-2.5538280350705023,97.91573097842692,46.88775581996789,
2025-07-21 07:26:00,M008,-2.394583128334766,97.34086988647007,48.465277574296486,
2025-07-21 07:27:00,M008,-2.544321168160697,97.46526465513895,46.05036751394365,
2025-07-21 07:28:00,M008,-2.5038875460593557,97.88986509481703,46.108712179792754,
2025-07-21 07:29:00,M009,-2.5333646561742595,97.23825079741583,46.05939167476644,
2025-07-21 07:30:00,M009,-2.3134751185091678,99.13263293915297,45.56913917200968,
2025-07-21 07:31:00,M007,-2.6367321901125873,95.9952641208344,48.04822875418699,
2025-07-21 07:32:00,M007,-2.3962961708010018,96.84735394038327,46.99314165000465,
2025-07-21 07:33:00,M009,-2.469418670636096,97.51409714471222,49.247351472010834,
2025-07-21 07:34:00,M007,-2.364069104647955,94.89779982146919,47.230060788683865,
2025-07-21 07:35:00,M009,-2.446161979236417,97.56621433400493,44.69497350865705,
2025-07-21 07:36:00,M008,-2.5092286044639436,98.22144549130772,48.01605727003444,
2025-07-21 07:37:00,M007,-2.345306653867659,96.9462977727382,48.002484374968816,
2025-07-21 07:38:00,M008,-2.409534506867623,98.35461719081327,45.96391576811985,
2025-07-21 07:39:00,M009,-2.52361492610364,99.9169892425209,46.10179669568353,
2025-07-21 07:40:00,M007,-2.396847432198076,96.28710032027757,46.668981973616994,
2025-07-21 07:41:00,M009,-2.6469911095604775,93.56874953866972,46.477139738806166,
2025-07-21 07:42:00,M008,-2.411293613933972,101.89048915170407,45.98362447252522,
2025-07-21 07:43:00,M009,-2.720377340820998,103.60525567560073,44.416348082800795,
2025-07-21 07:44:00,M007,-2.504780260620369,96.64318166225144,43.639794094933904,
2025-07-21 07:45:00,M008,-2.5720306946423115,98.36562363808511,46.063488889526724,
2025-07-21 07:46:00,M009,-2.7120585847321705,97.60094295774005,47.02181203345214,
2025-07-21 07:47:00,M009,-2.636582483338499,99.44843591748027,45.086324716343505,
2025-07-21 07:48:00,M007,-2.3966006773576067,98.12353686867361,45.06217207476685,
2025-07-21 07:49:00,M009,-2.433249141766069,101.59323029117199,45.56869063450395,
2025-07-21 07:50:00,M007,-2.431608020114337,98.62139930400768,46.41885108710276,
2025-07-21 07:51:00,M009,-2.535059384074178,102.65512063395731,45.59911523298624,
2025-07-21 07:52:00,M008,-2.532392905407105,104.48832476931996,45.099307078134835,
2025-07-21 07:53:00,M008,-2.926660327192735,99.46901216929477,46.106478699672714,
2025-07-21 07:54:00,M008,-2.799911997289402,97.90715676434445,45.63282064041241,
2025-07-21 07:55:00,M009,-2.5085349138980133,102.48023034976923,47.49156018829165,
2025-07-21 07:56:00,M007,-2.625076363176898,101.78002524639896,46.21930490774163,
2025-07-21 07:57:00,M009,-2.6127473699879324,99.67266185968316,46.72544677088824,
2025-07-21 07:58:00,M009,-2.278009569367401,100.5495485327807,46.378752831550244,
2025-07-21 07:59:00,M008,-2.304316524321059,102.40168088527074,46.038295941463,
2025-07-21 08:00:00,M009,-2.5117888177926484,102.54452523469062,46.317485855770805,
2025-07-21 08:01:00,M008,-2.7099273639257553,103.26458670730894,44.83028045782149,
2025-07-21 08:02:00,M007,-2.6226695442530312,101.30128759041648,43.91599234683827,
2025-07-21 08:03:00,M007,-2.464429675193135,100.89389641773086,45.15144008949945,
2025-07-21 08:04:00,M007,-2.6322215645547664,96.88670978301116,44.255174433371586,
2025-07-21 08:05:00,M008,-2.3986649759951297,99.68866202248729,44.23221882507943,
2025-07-21 08:06:00,M007,-2.489965679965882,99.4550996353291,45.05797786321173,
2025-07-21 08:07:00,M009,-2.339298103391282,97.14156695235567,47.09698966172769,
2025-07-21 08:08:00,M008,-2.6133817132813366,95.8659977607699,45.23091960445427,
2025-07-21 08:09:00,M009,-2.6173448414861533,102.02542277537955,45.5617196116776,
2025-07-21 08:10:00,M007,-2.413444095901491,99.5146011848762,44.691266374144966,
2025-07-21 08:11:00,M007,-2.4505877318359244,104.10883721634944,45.112816489427466,
2025-07-21 08:12:00,M007,-2.565928498021165,97.3233058323416,47.73192887926905,
2025-07-21 08:13:00,M007,-2.4283012701440128,100.40850444790047,44.667786329549145,
2025-07-21 08:14:00,M009,-2.7331497345318216,98.52224174556095,45.248207984900695,
2025-07-21 08:15:00,M007,-2.5178565981146175,99.20505307010062,46.71368687643785,
2025-07-21 08:16:00,M008,-2.5049544441357874,100.20100855049768,44.16795043471697,
2025-07-21 08:17:00,M007,-2.450810602660464,96.20269051009916,44.16543178585496,
2025-07-21 08:18:00,M009,-2.2709430720195956,100.0612467782401,44.31060116175515,
2025-07-21 08:19:00,M009,-2.5570289721480512,101.21047121580484,45.50937196656458,
2025-07-21 08:20:00,M009,-2.5911709114394483,98.8128273558378,46.1239303490009,
2025-07-21 08:21:00,M007,-2.5041506304076204,99.33426937306866,44.86224293587285,
2025-07-21 08:22:00,M007,-2.480712491143196,102.6636554449803,46.66585770338181,
2025-07-21 08:23:00,M009,-2.50130473813513,104.80584772247452,45.97765367090173,
2025-07-21 08:24:00,M007,-2.541400815639562,98.46014069506933,45.604198370309206,
2025-07-21 08:25:00,M007,-2.315633038593793,102.4467941035762,47.18000955270833,
2025-07-21 08:26:00,M009,-2.536585156130958,98.40989554187841,45.43822869894055,
2025-07-21 08:27:00,M008,-2.4803785434191394,97.53210486613861,47.32587550332424,
2025-07-21 08:28:00,M007,-2.529115379270144,98.63241430662585,46.77027288964081,
2025-07-21 08:29:00,M009,-2.3437866179449385,97.82743490495182,44.79361889600685,
2025-07-21 08:30:00,M008,-2.637909490577703,100.42858076495607,47.11776453708891,
2025-07-21 08:31:00,M008,-2.4092648246961597,101.98072607898638,46.60669161017987,
2025-07-21 08:32:00,M009,-2.4995123791906226,98.38520292651096,45.63637568968541,
2025-07-21 08:33:00,M009,-2.4304724199261702,101.60235959315646,46.97281934051558,
2025-07-21 08:34:00,M008,-2.2845155139266033,100.4407306429409,46.57240551352546,
2025-07-21 08:35:00,M007,-2.3179870216636167,95.29469358530656,45.236403028725285,
2025-07-21 08:36:00,M009,-2.1340772738761773,98.61471757101403,46.63251104918783,
2025-07-21 08:37:00,M007,-2.3438521855048675,100.18499766378508,44.576339735839014,
2025-07-21 08:38:00,M009,-2.3933198181371904,93.92954975330777,46.16490432856872,
2025-07-21 08:39:00,M007,-2.363546742178056,97.73025026130996,45.62013138913774,
2025-07-21 08:40:00,M007,-2.3639595635887205,95.59815538786432,44.32745334008622,
2025-07-21 08:41:00,M009,-2.2739980432491427,98.95049100325534,44.770785569171416,
2025-07-21 08:42:00,M007,-2.5714001605730075,98.83674699215985,47.50451388207129,
2025-07-21 08:43:00,M009,-2.489301081579441,95.11872586283356,47.87173134251738,
2025-07-21 08:44:00,M009,-2.4391470697855495,93.8164566027167,44.55133012685344,
2025-07-21 08:45:00,M007,-2.646893209752355,99.15676493373284,47.50309111970207,
2025-07-21 08:46:00,M009,-2.391567007018232,95.83280193233728,47.03840100234399,
2025-07-21 08:47:00,M009,-2.474139157862778,95.39198872352954,46.42605338337824,
2025-07-21 08:48:00,M008,-2.394523758827399,93.96815492487363,47.36264788981266,
2025-07-21 08:49:00,M009,-2.533230567243503,91.7840477457343,45.81226685774945,
2025-07-21 08:50:00,M009,-2.421416928791503,97.66598100720145,45.723508698709345,
2025-07-21 08:51:00,M008,-2.439283694691376,97.37722968467259,47.58426498844583,
2025-07-21 08:52:00,M007,-2.6223874813323085,94.26143508996584,47.487984087981026,
2025-07-21 08:53:00,M008,-2.521157944626724,95.60410044851434,46.66943609298063,
2025-07-21 08:54:00,M007,-2.4444035784650517,101.48956891243785,47.554640621346614,
2025-07-21 08:55:00,M008,-2.3959179765500087,96.76740690359989,46.35630749855352,
2025-07-21 08:56:00,M009,-2.631191018458754,99.3523195108514,46.94389961382336,
2025-07-21 08:57:00,M007,-2.3538765980750846,93.82938756597719,46.12172045610346,
2025-07-21 08:58:00,M007,-2.273850061864455,97.75612391318757,46.739973958426496,
2025-07-21 08:59:00,M009,-2.5613093543093677,99.73627733086279,45.528736641003825,
2025-07-21 09:00:00,M009,-2.6229725187125768,95.81188082957004,44.877357080448846,
2025-07-21 09:01:00,M007,-2.6654821968753666,98.11222176502037,45.13219831715534,
2025-07-21 09:02:00,M009,-2.4873182774991953,95.5985060836759,44.995525498101365,
2025-07-21 09:03:00,M007,-2.614912399646767,95.43070122836153,44.564763866949406,
2025-07-21 09:04:00,M007,-2.5387707656644887,96.77379087927028,45.495819492044525,
2025-07-21 09:05:00,M009,-2.593502423048765,94.30006474811219,45.7760250334358,
2025-07-21 09:06:00,M009,-2.6439187115932827,97.15968770573171,44.64605982101805,
2025-07-21 09:07:00,M007,-2.619775549261012,96.28597119604106,46.0929023811311,
2025-07-21 09:08:00,M007,-2.508121975398223,95.47172276284545,46.7514783607195,
2025-07-21 09:09:00,M008,-2.454551261222211,95.24770548635995,45.42610206519103,
2025-07-21 09:10:00,M007,-2.851452044080321,97.95461726305403,47.31669405753531,
2025-07-21 09:11:00,M009,-2.7744739515812946,91.37633923384007,45.38609805869839,
2025-07-21 09:12:00,M007,-2.5434024099901036,94.50207558579682,46.80965910590199,
2025-07-21 09:13:00,M007,-2.6694250792750585,93.9351336376598,43.157782292719496,
2025-07-21 09:14:00,M009,-2.7709065744621975,93.8497901857223,43.568974394316164,
2025-07-21 09:15:00,M008,-2.8248664871466986,90.82416937637582,46.38494014104017,
2025-07-21 09:16:00,M009,-2.974806053861037,98.15693593965109,44.449795197149456,
2025-07-21 09:17:00,M007,-2.8742172943953954,95.89053675008287,46.161683848851844,
2025-07-21 09:18:00,M009,-2.9842836623635987,97.93186949972159,45.63119365751801,
2025-07-21 09:19:00,M008,-2.9673061694726073,87.51192463900253,44.30408729933306,
2025-07-21 09:20:00,M008,-2.8128812006753443,93.14274086906683,43.59333357531946,
2025-07-21 09:21:00,M009,-2.8383998346590733,91.20764602528313,44.87205016393354,
2025-07-21 09:22:00,M008,-2.7078142977067836,94.96367686870141,45.74548811902913,
2025-07-21 09:23:00,M008,-2.890335141472898,89.08357922125053,43.73886224546874,
2025-07-21 09:24:00,M009,-2.8997308511719972,94.1427187216434,44.4616609206575,
2025-07-21 09:25:00,M007,-2.7351994481635034,92.79764983566203,43.64937087899218,
2025-07-21 09:26:00,M007,-2.573663240151351,88.12613094181519,43.77404404308417,
2025-07-21 09:27:00,M008,-2.796379080023407,93.26822775510868,44.88882285971554,
2025-07-21 09:28:00,M009,-2.6566923980352297,91.57729697809464,43.45371158123702,
2025-07-21 09:29:00,M008,-2.573289561368539,94.48613697079938,45.17106132603307,
2025-07-21 09:30:00,M008,-2.7719377000315086,92.14169991450697,45.39231580093624,
2025-07-21 09:31:00,M008,-2.6677944653624404,97.79239489204232,44.9367836398756,
2025-07-21 09:32:00,M008,-2.6749863259312145,94.73617658355347,44.855031506036106,
2025-07-21 09:33:00,M007,-2.747575420842247,94.28600551613364,43.822839930461456,
2025-07-21 09:34:00,M007,-2.89681212230216,96.87584367981111,45.165808176130675,
2025-07-21 09:35:00,M008,-2.6199774601025543,95.21638559257119,45.3584399589291,
2025-07-21 09:36:00,M008,-2.7292266243067465,96.21841892300402,43.874648860971426,
2025-07-21 09:37:00,M009,-2.8353321463923633,94.76787238972065,45.142276980314435,
2025-07-21 09:38:00,M008,-2.731021305149097,97.2805720528361,44.44993966862914,
2025-07-21 09:39:00,M008,-2.83025678641513,91.07158398608215,45.58579139953241,
2025-07-21 09:40:00,M009,-2.474517507855837,93.99412357722949,45.120439077046385,
2025-07-21 09:41:00,M007,-2.7128015701081503,93.38057110262356,44.10645024380605,
2025-07-21 09:42:00,M007,-2.630539898309858,90.91484681025952,44.51602640618048,
2025-07-21 09:43:00,M007,-2.4749663680043787,90.04099526158414,44.66203530036402,
2025-07-21 09:44:00,M007,-2.660091713464296,92.41912822187936,44.2184629244088,
2025-07-21 09:45:00,M008,-2.664117727210888,90.1441261647496,43.9201599855629,
2025-07-21 09:46:00,M007,-2.8544644793409226,87.27336556449075,43.98328300095848,
2025-07-21 09:47:00,M008,-2.5944317959538856,96.09644909566536,44.96123727141899,
2025-07-21 09:48:00,M009,-2.8496651978937915,95.82390773528425,43.76257350322734,
2025-07-21 09:49:00,M007,-2.7530309248551004,94.43713986992113,43.83692339581906,
2025-07-21 09:50:00,M009,-2.7564989849639767,92.34622315694719,42.39035514660942,
2025-07-21 09:51:00,M007,-2.7072083263047646,94.44425110072677,43.35870760441481,
2025-07-21 09:52:00,M008,-2.629324395897468,92.05141127687155,44.44244874427769,
2025-07-21 09:53:00,M007,-2.525426195378196,90.24159076446699,42.34589041882013,
2025-07-21 09:54:00,M008,-2.619282198804211,95.12701366622419,43.32196775126557,
2025-07-21 09:55:00,M008,-2.6594578597758822,93.56775938001684,41.03873424453582,
2025-07-21 09:56:00,M007,-2.723627668453629,91.88277972394262,46.30855492662301,
2025-07-21 09:57:00,M009,-2.8134337961054268,92.42560111107123,42.52199881568946,
2025-07-21 09:58:00,M007,-2.4806236331467177,93.04151921516069,41.74546429391292,
2025-07-21 09:59:00,M008,-3.016295612134672,89.57781976272307,44.259563459851115,
2025-07-21 10:00:00,M008,-2.69311507157546,94.6649880557815,44.8619054763978,
2025-07-21 10:01:00,M007,-2.756480623847729,95.29438725451968,44.0786537902511,
2025-07-21 10:02:00,M008,-2.7645327705641134,95.29015227894305,43.69705679519229,
2025-07-21 10:03:00,M008,-2.781409987164657,92.83828368876225,44.17529423170987,
2025-07-21 10:04:00,M008,-2.8637907256148827,97.01266680565762,42.9298552885563,
2025-07-21 10:05:00,M007,-2.8696950882041623,90.69052882360052,43.11518371945155,
2025-07-21 10:06:00,M008,-2.6231775351275948,88.2398673770493,43.86828496128637,
2025-07-21 10:07:00,M009,-2.6554230690137413,91.93375505415662,43.88046055861562,
2025-07-21 10:08:00,M009,-2.8394353930863874,90.16715375538244,45.278999450000676,
2025-07-21 10:09:00,M007,-2.5536133340079696,92.84902472924477,44.897345920641065,
2025-07-21 10:10:00,M007,-2.625454573331047,88.9137891250278,42.72278605259857,
2025-07-21 10:11:00,M008,-2.529363139568658,89.4500650169527,42.0424442544384,
2025-07-21 10:12:00,M009,-2.6739389534243054,91.05193989754517,43.98250805162696,
2025-07-21 10:13:00,M007,-2.9786685431709437,89.0654240177925,44.64447424016755,
2025-07-21 10:14:00,M009,-2.903874891025198,88.9928748996287,42.86663791400331,
